product_id,product_link,product_description,product_image
COMGNGEBQEFXQKWF,https://www.flipkart.com/product/p/item?pid=COMGNGEBQEFXQKWF,HP Pavilion Aero (2023) Ryzen 7 Octa Core 7735U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE2046AU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/5/w/z/13-be2046au-thin-and-light-laptop-hp-original-imagnh4nzg7fahsb.jpeg?q=70
COMGFB2GHCBHUDTZ,https://www.flipkart.com/product/p/item?pid=COMGFB2GHCBHUDTZ,APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEH3HN/A,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/z/z/o/-original-imagfdeu9rmugapt.jpeg?q=70
COMGZ4PNM5FK7QCG,https://www.flipkart.com/product/p/item?pid=COMGZ4PNM5FK7QCG,MSI Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) Katana GF66 12UC-1005IN Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/kt1u3rk0/computer/v/x/u/katana-gf66-11ud-thin-and-light-laptop-msi-original-imag6hgucfpqacvt.jpeg?q=70
COMG4S3GDEHZ9SAT,https://www.flipkart.com/product/p/item?pid=COMG4S3GDEHZ9SAT,MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) Pulse GL66 11UEK-248IN Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/kr3tj0w0/computer/b/p/r/na-notebook-msi-original-imag4z5zs2xkvmwh.jpeg?q=70
COMGZDQJY7EPFK6B,https://www.flipkart.com/product/p/item?pid=COMGZDQJY7EPFK6B,"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX5304VA-NQ542WS Thin and Light Laptop",https://rukminim1.flixcart.com/image/416/416/xif0q/computer/9/x/0/-original-imagpxgq9mzqcekz.jpeg?q=70
COMG9UD4KTCKZ8GU,https://www.flipkart.com/product/p/item?pid=COMG9UD4KTCKZ8GU,APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J001KD,https://rukminim1.flixcart.com/image/416/416/kyt0ya80/computer/b/v/q/na-thin-and-light-laptop-apple-original-imagaygvkp7pjexm.jpeg?q=70
COMGZMKFE8PZW4YH,https://www.flipkart.com/product/p/item?pid=COMGZMKFE8PZW4YH,ASUS Vivobook Pro 16 OLED (2023) with 96WHr Battery Intel H-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050/120 Hz) K6602VU-LZ541WS Creator Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/u/v/o/-original-imagpeajhffvdktp.jpeg?q=70
COMGZNSBHXBGPG4X,https://www.flipkart.com/product/p/item?pid=COMGZNSBHXBGPG4X,HP 15s (2023) Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-eg3026TU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/b/x/o/15-eg2091t-thin-and-light-laptop-hp-original-imagmf9fvrzr8y4d.jpeg?q=70
COMGZ3MYJ2Z22ZAS,https://www.flipkart.com/product/p/item?pid=COMGZ3MYJ2Z22ZAS,ASUS Vivobook 15 Core i3 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X515EA-EJ342WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/q/e/z/-original-imagpxgqesgrthks.jpeg?q=70
COMGAE6BYT2KRN4P,https://www.flipkart.com/product/p/item?pid=COMGAE6BYT2KRN4P,MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) Pulse GL66 12UEK-046IN Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/ky3b0y80/computer/e/g/j/pulse-gl66-12uek-gaming-laptop-msi-original-imagaepqpz8ufhzk.jpeg?q=70
COMGFB2GNWNN9DN8,https://www.flipkart.com/product/p/item?pid=COMGFB2GNWNN9DN8,APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLXX3HN/A,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/m/b/n/-original-imagfdf4xnbyyxpa.jpeg?q=70
COMGZVGHZXXRMWMU,https://www.flipkart.com/product/p/item?pid=COMGZVGHZXXRMWMU,HP 15s (2023) Athlon Dual Core 3050U - (8 GB/512 GB SSD/Windows 11 Home) 15s-ey1509AU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/5/6/i/-original-imaggshd5zgfe8ev.jpeg?q=70
COMGNJMCCHSS98VZ,https://www.flipkart.com/product/p/item?pid=COMGNJMCCHSS98VZ,HP Pavilion x360 (2023) Intel Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-ek1010TU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/d/9/g/-original-imagp7pgh3rbnwbh.jpeg?q=70
COMGJ75HCCFJS8AE,https://www.flipkart.com/product/p/item?pid=COMGJ75HCCFJS8AE,DELL Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/n/o/s/-original-imaghzah9mjvukjz.jpeg?q=70
COMGZNSBZUBEHR9B,https://www.flipkart.com/product/p/item?pid=COMGZNSBZUBEHR9B,HP 15s (2023) Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0006TU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/t/o/8/-original-imagpgzte23hyfpf.jpeg?q=70
COMGAE6BUHSSQAGF,https://www.flipkart.com/product/p/item?pid=COMGAE6BUHSSQAGF,MSI Raider GE66 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti/144 Hz) Raider GE66 12UGS-096IN Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/kyag87k0/computer/7/r/u/raider-ge66-12ugs-gaming-laptop-msi-original-imagakb9zw7gqzcm.jpeg?q=70
COMGHZGHR5HHXJSA,https://www.flipkart.com/product/p/item?pid=COMGHZGHR5HHXJSA,APPLE 2023 MacBook Pro M2 Max - (32 GB/1 TB SSD/macOS Ventura) MPHK3HN/A,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/v/w/5/mnwc3hn-a-laptop-apple-original-imagmfheyvchukyc.jpeg?q=70
COMGMGXFVZFJZNF2,https://www.flipkart.com/product/p/item?pid=COMGMGXFVZFJZNF2,ASUS Zenbook 14 OLED (2023) Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) UM3402YA-KM741WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/i/1/i/-original-imagpxgrz9wzqa9g.jpeg?q=70
COMGG3S9HWSFYNHW,https://www.flipkart.com/product/p/item?pid=COMGG3S9HWSFYNHW,HP Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14s-fy1003AU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/z/e/v/-original-imagp7pgjf9zfwxp.jpeg?q=70
COMGZVGHYGZGBRCE,https://www.flipkart.com/product/p/item?pid=COMGZVGHYGZGBRCE,HP 15s (2023) Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0019TU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/s/g/c/-original-imagpgzsbncuufhe.jpeg?q=70
COMGJ75HNVBJA7JY,https://www.flipkart.com/product/p/item?pid=COMGJ75HNVBJA7JY,DELL Alienware Core i9 11th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080) Alienware x17 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/y/5/r/alienware-x17-r1-gaming-laptop-dell-original-imagjwuyrtbtyzg3.jpeg?q=70
COMGD37VQMMFECDJ,https://www.flipkart.com/product/p/item?pid=COMGD37VQMMFECDJ,Acer Nitro 5 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) AN515-58 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l1mh7rk0/computer/u/r/m/an515-58-gaming-laptop-acer-original-imagd5zzqqpngwmz.jpeg?q=70
COMGMGXFZ69GMKC2,https://www.flipkart.com/product/p/item?pid=COMGMGXFZ69GMKC2,ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) M1605YA-MB541WS Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/g/h/i/-original-imagpxgrhgrsrppn.jpeg?q=70
COMGBYQ2G7MGZJY2,https://www.flipkart.com/product/p/item?pid=COMGBYQ2G7MGZJY2,ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX363EA-HP562WS 2 in 1 Laptop,https://rukminim1.flixcart.com/image/416/416/ktop5e80/computer/j/j/w/na-2-in-1-laptop-asus-original-imag6yuwbqz8jchg.jpeg?q=70
COMGZKHQVMNZXEAH,https://www.flipkart.com/product/p/item?pid=COMGZKHQVMNZXEAH,ASUS TUF Gaming F17 Intel H-Series Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/144 Hz) FX706HF-HX018W Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/a/h/g/-original-imagpbycdv8t3pmh.jpeg?q=70
COMGAE6BTCGGWENU,https://www.flipkart.com/product/p/item?pid=COMGAE6BTCGGWENU,MSI Stealth GS66 Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti/144 Hz) stealth gs66 12ugs-038in Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/kyag87k0/computer/h/i/l/stealth-gs66-12ugs-gaming-laptop-msi-original-imagak5jdsg4bgtp.jpeg?q=70
COMFYZC5Y4GZYEWN,https://www.flipkart.com/product/p/item?pid=COMFYZC5Y4GZYEWN,DELL Vostro Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/ksyz8280/computer/b/7/0/na-thin-and-light-laptop-dell-original-imag6f5zes6jhdzk.jpeg?q=70
COMG9QVUMZYBEABM,https://www.flipkart.com/product/p/item?pid=COMG9QVUMZYBEABM,DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
COMGCG2GZKRCJUBZ,https://www.flipkart.com/product/p/item?pid=COMGCG2GZKRCJUBZ,ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5-3500U - (8 GB/512 GB SSD/Windows 11 Home) M415DA-EB712WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/a/r/3/-original-imagpxgqpggsx6tm.jpeg?q=70
COMGFWCYXZPJZPFT,https://www.flipkart.com/product/p/item?pid=COMGFWCYXZPJZPFT,ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/300 Hz) G513RM-HF328WS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l0vbukw0/computer/t/z/j/-original-imagckcfkvspp9ga.jpeg?q=70
COMGHPXTXGQZQHMZ,https://www.flipkart.com/product/p/item?pid=COMGHPXTXGQZQHMZ,ASUS ROG Zephyrus G15 with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) GA503RMZ-LN155WS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l572ufk0/computer/i/a/j/ga503rm-hq142ws-gaming-laptop-asus-original-imagfxjretgk4jgr.jpeg?q=70
COMGCZUJQFMS3AN9,https://www.flipkart.com/product/p/item?pid=COMGCZUJQFMS3AN9,ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/144 Hz) FX577ZE-HN056W Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l3rmzrk0/computer/l/7/m/-original-imagetj2awbvdju6.jpeg?q=70
COMGMXGVZ6RWZGZG,https://www.flipkart.com/product/p/item?pid=COMGMXGVZ6RWZGZG,ASUS ROG Zephyrus M16 (2023) with 90WHr Battery Intel H-Series Core i9 13th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 4090/240 HZ) GU604VY-NM058WS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/q/w/v/-original-imagz42t4hryjrv3.jpeg?q=70
COMGB6DZQJHHSESY,https://www.flipkart.com/product/p/item?pid=COMGB6DZQJHHSESY,ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L712WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/t/z/e/-original-imagpxgqkzpfvapd.jpeg?q=70
COMGBH9JGTXR9H5J,https://www.flipkart.com/product/p/item?pid=COMGBH9JGTXR9H5J,HP 14s Intel Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) 14s-dq3033tu Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/b/u/y/-original-imagp8xzmamquskg.jpeg?q=70
COMG6Z2BCHQ4PSYA,https://www.flipkart.com/product/p/item?pid=COMG6Z2BCHQ4PSYA,ASUS Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C423NA-EC0521 Chromebook,https://rukminim1.flixcart.com/image/416/416/kr2e3680/computer/5/a/l/na-thin-and-light-laptop-asus-original-imag4yygqdqkpnpg.jpeg?q=70
COMGGVRGA4U2ZEYZ,https://www.flipkart.com/product/p/item?pid=COMGGVRGA4U2ZEYZ,ASUS Vivobook 14 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EK521WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/y/j/5/-original-imagpxgrvcppmjm5.jpeg?q=70
COMGZ7YCE88QP2XM,https://www.flipkart.com/product/p/item?pid=COMGZ7YCE88QP2XM,Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/t/z/o/xl30-thin-and-light-laptop-infinix-original-imagzmncf5snymhu.jpeg?q=70
COMGZDQJ3UKYENYR,https://www.flipkart.com/product/p/item?pid=COMGZDQJ3UKYENYR,ASUS Vivobook 14 (2023) Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK322WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/o/9/8/-original-imagpxgrmnnwrtzk.jpeg?q=70
COMG2K9ZBFJ3ZASR,https://www.flipkart.com/product/p/item?pid=COMG2K9ZBFJ3ZASR,MSI GF63 Thin Hexa Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Max Q/144 Hz) GF63 Thin 10SCXR-1616IN / GF63 Thin 10SC-611IN Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70
COMGKAVGGWYHQPE7,https://www.flipkart.com/product/p/item?pid=COMGKAVGGWYHQPE7,ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) FA577RM-HF031WS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/w/h/b/-original-imagmgzyrj4wgvqr.jpeg?q=70
COMGCNDPVSPNGDYQ,https://www.flipkart.com/product/p/item?pid=COMGCNDPVSPNGDYQ,HP Pavilion Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0207TU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/l12h1u80/computer/2/s/q/14-dy1048tu-thin-and-light-laptop-hp-original-imagcpuvfpshgd7q.jpeg?q=70
COMGFB2G5PP2KVXP,https://www.flipkart.com/product/p/item?pid=COMGFB2G5PP2KVXP,APPLE 2022 MacBook Pro M2 - (8 GB/512 GB SSD/Mac OS Monterey) MNEQ3HN/A,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/k/s/m/-original-imagfdewfh9z3pee.jpeg?q=70
COMGGBGRXTXGBGSM,https://www.flipkart.com/product/p/item?pid=COMGGBGRXTXGBGSM,ASUS Vivobook Flip S 14 Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) TP3402ZA-LZ511WS 2 in 1 Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/8/g/p/-original-imaggskghfjzams4.jpeg?q=70
COMGZDQJMFFXHSRJ,https://www.flipkart.com/product/p/item?pid=COMGZDQJMFFXHSRJ,ASUS Zenbook 14 OLED (2023) Intel EVO P-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402VA-KM541WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/l/p/l/-original-imagpxgrfh4azbnc.jpeg?q=70
COMGFWCYBAKJCQ9D,https://www.flipkart.com/product/p/item?pid=COMGFWCYBAKJCQ9D,ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H - (32 GB/2 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) GX650RM-LS019WS Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/l58iaa80/computer/5/q/p/gx650rm-ls019ws-gaming-laptop-asus-original-imagfyg8tkytthbb.jpeg?q=70
COMGCRQZ22CJGEXB,https://www.flipkart.com/product/p/item?pid=COMGCRQZ22CJGEXB,Acer Aspire 5 Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/b/d/w/-original-imagzsctya67mjys.jpeg?q=70
COMGZ7FRS3ZG6TYB,https://www.flipkart.com/product/p/item?pid=COMGZ7FRS3ZG6TYB,HP 15s (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0028AU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/t/k/w/-original-imagpecqjrhddnpg.jpeg?q=70
COMGJY3GHZFTGHHY,https://www.flipkart.com/product/p/item?pid=COMGJY3GHZFTGHHY,ASUS Vivobook AMD R5 5600H Ryzen 5 Hexa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB512WS Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/6/n/q/vivobook-16x-m1603qa-laptop-asus-original-imagjy3g4gvfrg5h.jpeg?q=70
COMGZDQJ4KUZRCGJ,https://www.flipkart.com/product/p/item?pid=COMGZDQJ4KUZRCGJ,ASUS Zenbook 14 OLED (2023) Intel EVO P-Series Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402VA-KM741WS Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/x/n/e/-original-imagpxgrfpbfytzy.jpeg?q=70
COMGZNSBVNP7A9AP,https://www.flipkart.com/product/p/item?pid=COMGZNSBVNP7A9AP,HP 15s (2023) Intel Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0011TU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/e/i/f/-original-imagpgzsk7rxgrrh.jpeg?q=70
COMGZ7FRZDEQHNYQ,https://www.flipkart.com/product/p/item?pid=COMGZ7FRZDEQHNYQ,HP Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0025AU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/9/w/i/-original-imagp8xysbhygbp8.jpeg?q=70
COMGKC6YXBYAVU4F,https://www.flipkart.com/product/p/item?pid=COMGKC6YXBYAVU4F,Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15IAH7 Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/y/u/w/15iah7-gaming-laptop-lenovo-original-imagkwgynhhrynkc.jpeg?q=70
COMGHMH6BTV6QVGD,https://www.flipkart.com/product/p/item?pid=COMGHMH6BTV6QVGD,HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-ek0084TU Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/d/r/t/14-ek0088tu-thin-and-light-laptop-hp-original-imagh89bdga9fcys.jpeg?q=70
COMGGQE9YYRZWNTG,https://www.flipkart.com/product/p/item?pid=COMGGQE9YYRZWNTG,Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/i/f/r/-original-imagjfgyxmcz7scf.jpeg?q=70
COMGMV6VZFPJCGVB,https://www.flipkart.com/product/p/item?pid=COMGMV6VZFPJCGVB,MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060) Pulse 15 B13VFK-293IN Gaming Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/u/i/t/pulse-15-b13vfk-293in-gaming-laptop-msi-original-imagnjynwgnfmgur.jpeg?q=70
COMGKYGDPPHZUJPS,https://www.flipkart.com/product/p/item?pid=COMGKYGDPPHZUJPS,Lenovo Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) E41-55 Thin and Light Laptop,https://rukminim1.flixcart.com/image/416/416/xif0q/computer/g/w/y/-original-imagmuhrzbmzwnee.jpeg?q=70
COMGCFNZEE6RPHWZ,https://www.flipkart.com/product/p/item?pid=COMGCFNZEE6RPHWZ,Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14ALC05 2 in 1 Laptop,https://rukminim1.flixcart.com/image/416/416/l0sgyvk0/computer/n/n/1/14alc05-thin-and-light-laptop-lenovo-original-imagchxwvqxpfxrh.jpeg?q=70
